,h0,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23
2016-01-04,7.858591079711914,4.931243896484375,1.3585853576660156,1.4822139739990234,2.057239532470703,5.065849304199219,12.853633880615234,18.996896743774414,22.053836822509766,26.884689331054688,27.025714874267578,31.091928482055664,31.780139923095703,31.832279205322266,34.49691390991211,35.88307189941406,37.06483840942383,45.345149993896484,47.08753204345703,44.14714050292969,37.53466796875,32.019432067871094,31.725378036499023,24.4317626953125
2016-01-05,23.8830509185791,22.34390640258789,20.8248348236084,19.4022274017334,19.908584594726562,22.11326026916504,27.15982437133789,34.45718765258789,37.0876579284668,37.91523361206055,35.73089599609375,38.21214294433594,37.823184967041016,36.18892288208008,37.39506912231445,38.74299240112305,41.443965911865234,47.879859924316406,45.798248291015625,41.19641876220703,37.3372688293457,30.287010192871094,27.67679214477539,22.77750587463379
2016-01-06,25.760007858276367,24.467409133911133,23.52936553955078,22.67795753479004,23.06809425354004,25.13334846496582,30.872432708740234,39.30602264404297,41.046783447265625,42.18046951293945,40.0800666809082,42.39990234375,41.006385803222656,40.636600494384766,41.31405258178711,42.659088134765625,44.69402313232422,52.29612731933594,52.453243255615234,45.85451889038086,39.868751525878906,35.231224060058594,33.46276092529297,28.810365676879883
2016-01-07,29.064992904663086,27.90854263305664,26.283035278320312,26.314170837402344,25.48634147644043,26.553569793701172,31.96822738647461,37.5396728515625,41.301578521728516,39.65533447265625,37.84492492675781,37.11396026611328,35.979766845703125,33.348934173583984,32.393699645996094,32.21282958984375,33.25050735473633,38.211029052734375,36.80875015258789,33.080875396728516,29.664493560791016,24.580917358398438,23.415828704833984,18.241125106811523
2016-01-08,14.402867317199707,11.057332992553711,7.223947525024414,8.581485748291016,7.2244720458984375,10.622665405273438,15.625143051147461,21.11871337890625,22.29119110107422,21.548622131347656,20.57766342163086,22.280677795410156,21.793338775634766,23.415712356567383,26.623668670654297,29.592927932739258,32.93177032470703,44.09453582763672,47.21009063720703,44.015560150146484,37.9079704284668,34.90375518798828,33.84526443481445,29.200698852539062
2016-01-09,31.521902084350586,29.180078506469727,28.844749450683594,28.93589973449707,28.633630752563477,27.72180938720703,28.00504493713379,30.633211135864258,34.24216079711914,38.763404846191406,38.85051727294922,40.80535888671875,38.1698112487793,35.85079574584961,33.73539352416992,34.54926681518555,35.88127136230469,42.63478469848633,44.25153732299805,40.09613037109375,35.75745391845703,30.918071746826172,31.003965377807617,25.852970123291016
2016-01-10,19.849990844726562,16.67886734008789,14.718794822692871,13.767724990844727,13.278331756591797,12.423819541931152,9.667802810668945,10.564008712768555,13.092504501342773,18.648427963256836,18.469011306762695,24.12367057800293,22.859943389892578,20.6595458984375,21.45229721069336,22.626903533935547,25.57781219482422,34.65589141845703,38.57240676879883,37.00904846191406,34.86381149291992,30.05350112915039,31.363351821899414,26.40791893005371
2016-01-11,21.659435272216797,20.320377349853516,18.950122833251953,18.913040161132812,19.184391021728516,22.00649642944336,30.863784790039062,40.64975357055664,43.62424087524414,45.11051940917969,43.77110290527344,45.109214782714844,44.83603286743164,42.695823669433594,42.890289306640625,42.49266815185547,43.460731506347656,48.41572952270508,47.51747512817383,43.73145294189453,39.21391296386719,32.14728546142578,29.100133895874023,23.934581756591797
2016-01-12,26.032791137695312,25.489788055419922,23.74785041809082,23.3734188079834,23.82615852355957,26.362136840820312,32.29030990600586,41.15962219238281,43.36605453491211,42.08656311035156,40.00233459472656,40.099979400634766,39.253108978271484,36.7989616394043,37.67870330810547,38.17024230957031,39.84063720703125,44.43559646606445,44.765350341796875,39.63654327392578,34.740211486816406,29.178176879882812,28.0911808013916,23.964553833007812
2016-01-13,16.645553588867188,14.473487854003906,10.579628944396973,11.836332321166992,12.00574779510498,15.307880401611328,21.283002853393555,29.51209259033203,30.405248641967773,32.05331039428711,31.705245971679688,33.967681884765625,33.86079788208008,33.92695999145508,35.64155197143555,38.177494049072266,39.481971740722656,47.02500534057617,49.297630310058594,43.18644714355469,36.879554748535156,33.85900115966797,32.68323516845703,28.053556442260742
2016-01-14,27.425922393798828,25.614574432373047,24.17929458618164,23.810014724731445,24.35357666015625,25.8422794342041,30.729938507080078,37.59001541137695,38.403106689453125,37.76682662963867,35.35639572143555,36.193302154541016,35.05663299560547,33.448158264160156,33.93692398071289,36.03288650512695,38.64321517944336,45.134517669677734,46.76994323730469,41.549468994140625,36.7304573059082,31.254772186279297,31.357322692871094,26.995637893676758
2016-01-15,26.952531814575195,26.167314529418945,24.819820404052734,25.3740234375,26.126020431518555,27.70306396484375,32.697540283203125,40.54584884643555,42.944427490234375,43.103370666503906,40.56716537475586,41.930328369140625,40.04467010498047,38.67449951171875,39.359214782714844,39.92496109008789,41.9590950012207,48.3358154296875,51.74835968017578,47.408164978027344,41.29899215698242,35.990150451660156,34.47159957885742,30.342674255371094
2016-01-16,29.75600814819336,28.026775360107422,27.373781204223633,27.461400985717773,27.650060653686523,27.02530860900879,26.542396545410156,30.783832550048828,33.41692352294922,36.86474609375,36.84336853027344,37.3405647277832,36.11008834838867,33.320411682128906,31.861360549926758,32.21464920043945,33.96491622924805,39.313385009765625,42.61869430541992,38.47932815551758,33.0665283203125,27.91219711303711,28.577560424804688,25.19243812561035
2016-01-17,21.927112579345703,19.99403190612793,18.553668975830078,19.098407745361328,19.744590759277344,18.70068359375,15.57339096069336,19.33400535583496,23.052492141723633,29.640451431274414,31.338714599609375,35.80362319946289,34.038368225097656,31.252643585205078,31.969173431396484,31.703645706176758,32.650962829589844,38.98168182373047,44.52339172363281,42.5054931640625,37.99287033081055,33.675048828125,34.32726287841797,30.044626235961914
2016-01-18,27.711673736572266,27.342336654663086,25.946443557739258,25.529983520507812,25.298503875732422,27.633319854736328,37.067378997802734,48.505828857421875,49.21470642089844,46.9585075378418,42.80946350097656,43.214603424072266,41.51317596435547,40.07748031616211,41.527923583984375,43.86189651489258,45.769134521484375,53.5335693359375,57.00370788574219,51.85282897949219,44.526878356933594,36.1546630859375,33.29729080200195,28.66375732421875
2016-01-19,26.551143646240234,26.113956451416016,24.766075134277344,24.561946868896484,24.67620277404785,26.602489471435547,33.20111083984375,44.95417404174805,44.890602111816406,44.73816680908203,42.98312759399414,44.344703674316406,43.75584030151367,42.71779251098633,43.95975112915039,45.08665084838867,47.266902923583984,54.36073303222656,55.466827392578125,48.14118576049805,41.477073669433594,34.92375183105469,33.35062789916992,29.040164947509766
2016-01-20,29.62186050415039,29.154727935791016,28.14075469970703,29.347867965698242,29.52974510192871,30.24131965637207,36.89773941040039,51.761165618896484,53.15679168701172,53.79099655151367,51.33502197265625,54.004486083984375,51.53490447998047,51.099552154541016,51.91705322265625,52.143009185791016,53.73179626464844,64.63887023925781,68.0137939453125,56.735435485839844,47.42521667480469,40.806846618652344,37.02054977416992,31.76097869873047
2016-01-21,33.128440856933594,32.64028549194336,31.52640151977539,33.274070739746094,33.60950469970703,34.541778564453125,45.82209777832031,64.45729064941406,67.66015625,66.14004516601562,61.570796966552734,62.06505584716797,59.27775955200195,56.40479278564453,56.08496856689453,57.164794921875,61.05196762084961,76.42293548583984,77.37742614746094,62.104888916015625,53.408111572265625,42.56684494018555,36.97383117675781,31.636943817138672
2016-01-22,30.34907341003418,28.646652221679688,26.51487922668457,27.29547119140625,26.784944534301758,28.769161224365234,36.596405029296875,48.86274719238281,50.60735321044922,48.49665832519531,43.96502685546875,42.00425338745117,40.32283020019531,36.859886169433594,36.446414947509766,37.1151008605957,39.43606948852539,47.82167053222656,46.76758575439453,38.514869689941406,32.29453659057617,25.137088775634766,23.48236656188965,19.49874496459961
2016-01-23,15.483664512634277,13.203883171081543,9.658432006835938,12.026927947998047,11.570929527282715,13.029921531677246,14.368612289428711,20.665868759155273,22.55866241455078,26.887863159179688,28.37116813659668,30.81935691833496,29.544071197509766,26.840534210205078,27.977954864501953,27.501001358032227,29.79530906677246,38.88593673706055,41.25382995605469,36.246150970458984,28.290626525878906,24.903244018554688,25.016204833984375,20.189144134521484
2016-01-24,23.284282684326172,20.927703857421875,19.181594848632812,19.251178741455078,19.038047790527344,18.115257263183594,13.969402313232422,16.070064544677734,20.6760311126709,27.78001594543457,29.679140090942383,31.95575714111328,29.937271118164062,26.116230010986328,25.89358901977539,25.03586196899414,26.978839874267578,34.3565673828125,39.04935073852539,35.762386322021484,31.503969192504883,25.166757583618164,26.39333724975586,22.04730987548828
2016-01-25,22.09954261779785,20.869646072387695,18.951690673828125,19.00533676147461,19.32110595703125,22.615711212158203,32.908321380615234,44.25474166870117,44.41433334350586,43.37654113769531,41.82921600341797,43.415000915527344,42.43669509887695,40.36552810668945,41.78963851928711,42.4349250793457,43.68075180053711,49.13683319091797,45.469234466552734,39.81019973754883,35.02860641479492,27.43794822692871,25.43523406982422,21.229530334472656
