Date,h0,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23
2016-12-27,13.848553657531738,11.943933486938477,10.948744773864746,10.400973320007324,11.246641159057617,13.759208679199219,17.620288848876953,20.528789520263672,21.497087478637695,22.12861442565918,21.773366928100586,21.72457504272461,22.21034049987793,22.200302124023438,21.80789566040039,21.943321228027344,22.622726440429688,25.676467895507812,26.148006439208984,24.520023345947266,24.331958770751953,22.72774887084961,19.548824310302734,16.969905853271484
2016-12-28,13.938617706298828,12.293317794799805,11.733210563659668,11.7318115234375,12.813956260681152,15.570472717285156,21.43716812133789,24.635581970214844,24.224275588989258,24.513687133789062,24.299774169921875,23.46593475341797,23.423908233642578,22.54987335205078,21.527050018310547,20.84872817993164,21.727779388427734,28.598175048828125,29.42783546447754,27.14981460571289,26.278282165527344,24.070310592651367,20.108787536621094,17.62114715576172
2016-12-29,15.05294418334961,13.313647270202637,12.689620971679688,12.013872146606445,12.964595794677734,15.565877914428711,20.862119674682617,23.823928833007812,24.02224349975586,24.493408203125,24.44962501525879,23.79671859741211,23.503629684448242,22.799789428710938,21.6644229888916,21.009235382080078,21.83816146850586,28.444904327392578,29.34269905090332,27.118228912353516,26.587512969970703,24.19638442993164,20.6400089263916,18.27964210510254
2016-12-30,15.448604583740234,13.942846298217773,12.778879165649414,12.346857070922852,12.856168746948242,15.322328567504883,19.473241806030273,22.473405838012695,23.28249740600586,23.936315536499023,23.819171905517578,23.31513214111328,23.376174926757812,22.463558197021484,21.89327621459961,21.491626739501953,22.06332015991211,27.258548736572266,28.115034103393555,26.312400817871094,26.164724349975586,24.07666778564453,20.591899871826172,18.346439361572266
2016-12-31,15.988447189331055,13.576852798461914,12.353219985961914,11.649890899658203,12.259750366210938,14.531103134155273,15.718130111694336,18.046602249145508,20.062435150146484,21.066959381103516,20.61859893798828,20.352319717407227,21.01559066772461,20.257808685302734,19.916318893432617,20.105724334716797,20.116376876831055,21.555755615234375,20.53016471862793,20.33627700805664,20.630558013916016,20.414737701416016,17.918312072753906,15.83250904083252
2017-01-01,14.656990051269531,12.882280349731445,11.652976036071777,10.641629219055176,10.964664459228516,12.960956573486328,15.230474472045898,17.8489990234375,19.45892333984375,20.27920913696289,19.88034439086914,20.062854766845703,21.231521606445312,20.64504051208496,20.369651794433594,20.674396514892578,20.747711181640625,23.858047485351562,24.682809829711914,24.386455535888672,24.740060806274414,22.69589614868164,19.53464126586914,17.37111473083496
2017-01-02,15.85902214050293,14.436614990234375,13.197561264038086,13.084147453308105,13.971746444702148,16.560598373413086,21.72032928466797,24.3952579498291,24.680862426757812,25.154865264892578,25.50636863708496,24.843725204467773,24.5177059173584,23.861370086669922,23.047138214111328,22.47016143798828,22.705947875976562,26.991954803466797,27.77752685546875,26.966827392578125,27.273563385009766,24.719453811645508,20.988296508789062,18.764263153076172
2017-01-03,14.681828498840332,13.256629943847656,12.001094818115234,11.447821617126465,11.92673110961914,14.248064041137695,17.420541763305664,20.41162872314453,21.432861328125,22.151546478271484,22.03855323791504,21.874298095703125,21.771644592285156,21.803604125976562,21.037609100341797,20.886924743652344,21.499855041503906,25.308382034301758,25.410144805908203,23.904212951660156,24.197010040283203,22.71164321899414,19.534778594970703,17.313161849975586
2017-01-04,15.031766891479492,13.377556800842285,12.333757400512695,11.736456871032715,12.476079940795898,15.272144317626953,19.106843948364258,22.25040054321289,23.293237686157227,23.780254364013672,23.937110900878906,23.379261016845703,22.821792602539062,22.649497985839844,21.961135864257812,21.903079986572266,22.88440704345703,30.58910369873047,30.67287826538086,28.000375747680664,27.3399715423584,25.243228912353516,21.35866928100586,18.71811294555664
2017-01-05,18.08803367614746,17.244081497192383,16.749589920043945,16.909404754638672,17.700443267822266,19.947742462158203,26.683332443237305,29.706344604492188,28.974855422973633,28.99667739868164,28.687694549560547,26.62913703918457,24.729839324951172,23.589603424072266,22.484817504882812,21.630184173583984,22.79877471923828,32.30629348754883,33.607261657714844,31.679506301879883,31.123123168945312,27.39601707458496,23.2316837310791,20.725521087646484
